Organisation,SctrCluster,Status,ProvinceCODE,MCODE,
Operation Blessing,Health,Completed,619,61911,
PHO and WHO-IOM-Americare,Health,Completed,619,61911,
PHO and WHO-IOM-Americare,Health,Completed,619,61911,
Remote Area Medical,Health,Completed,619,61911,
Remote Area Medical,Health,Completed,619,61911,
Save the Children,Health,Completed,619,61911,
Save the Children,Health,Completed,619,61911,
Save the Children,Health,Completed,619,61911,
World Vision International,Health,Completed,619,61911,
World Vision International,Health,Completed,619,61911,
Project HOPE,Health,Completed,619,61911,
Project HOPE,Health,Completed,619,61911,
Cebu Chamber of Commerce and Industry,Food Security and Agriculture,Completed,619,61911,
Cebu Chamber of Commerce and Industry,Food Security and Agriculture,Completed,619,61911,
Cebu Chamber of Commerce and Industry,Food Security and Agriculture,Completed,619,61911,
Center for Agrarian Reform and Rural Development (CARRD),Food Security and Agriculture,Planned,619,61911,
Center for Agrarian Reform and Rural Development (CARRD),Food Security and Agriculture,Planned,619,61911,
Center for Agrarian Reform and Rural Development (CARRD),Food Security and Agriculture,Planned,619,61911,
Center for Agrarian Reform and Rural Development (CARRD),Food Security and Agriculture,Planned,619,61911,
Center for Agrarian Reform and Rural Development (CARRD),Food Security and Agriculture,Planned,619,61911,
Center for Agrarian Reform and Rural Development (CARRD),Food Security and Agriculture,Planned,619,61911,
Center for Agrarian Reform and Rural Development (CARRD),Food Security and Agriculture,Planned,619,61911,
Center for Agrarian Reform and Rural Development (CARRD),Food Security and Agriculture,Planned,619,61911,
Center for Agrarian Reform and Rural Development (CARRD),Food Security and Agriculture,Planned,619,61911,
Center for Agrarian Reform and Rural Development (CARRD),Food Security and Agriculture,Planned,619,61911,
Center for Agrarian Reform and Rural Development (CARRD),Food Security and Agriculture,Planned,619,61911,
Center for Agrarian Reform and Rural Development (CARRD),Food Security and Agriculture,Planned,619,61911,
Center for Agrarian Reform and Rural Development (CARRD),Food Security and Agriculture,Planned,619,61911,
Center for Agrarian Reform and Rural Development (CARRD),Food Security and Agriculture,Planned,619,61911,
Center for Agrarian Reform and Rural Development (CARRD),Food Security and Agriculture,Planned,619,61911,
Center for Agrarian Reform and Rural Development (CARRD),Food Security and Agriculture,Planned,619,61911,
Center for Agrarian Reform and Rural Development (CARRD),Food Security and Agriculture,Completed,619,61911,
Center for Agrarian Reform and Rural Development (CARRD),Food Security and Agriculture,Completed,619,61911,
Center for Agrarian Reform and Rural Development (CARRD),Food Security and Agriculture,Completed,619,61911,
Philippine Red Cross,Food Security and Agriculture,Completed,619,61911,
Philippine Red Cross,Food Security and Agriculture,Completed,619,61911,
Philippine Red Cross,Food Security and Agriculture,Completed,619,61911,
Philippine Red Cross,Food Security and Agriculture,Completed,619,61911,
Philippine Red Cross,Food Security and Agriculture,Completed,619,61911,
World Vision,Food Security and Agriculture,Ongoing,619,61911,
World Vision,Food Security and Agriculture,Ongoing,619,61911,
World Vision,Food Security and Agriculture,Ongoing,619,61911,
World Vision,Food Security and Agriculture,Ongoing,619,61911,
World Vision,Food Security and Agriculture,Ongoing,619,61911,
World Vision,Food Security and Agriculture,Ongoing,619,61911,
World Vision,Food Security and Agriculture,Ongoing,619,61911,
World Vision,Food Security and Agriculture,Ongoing,619,61911,
World Vision,Food Security and Agriculture,Ongoing,619,61911,
World Vision,Food Security and Agriculture,Ongoing,619,61911,
World Vision,Food Security and Agriculture,Ongoing,619,61911,
World Vision,Food Security and Agriculture,Ongoing,619,61911,
World Vision,Food Security and Agriculture,Ongoing,619,61911,
World Vision,Food Security and Agriculture,Ongoing,619,61911,
World Vision,Food Security and Agriculture,Ongoing,619,61911,
World Vision,Food Security and Agriculture,Ongoing,619,61911,
World Vision,Food Security and Agriculture,Ongoing,619,61911,
World Vision,Food Security and Agriculture,Ongoing,619,61911,
World Vision,Food Security and Agriculture,Ongoing,619,61911,
World Vision,Food Security and Agriculture,Ongoing,619,61911,
World Vision,Food Security and Agriculture,Ongoing,619,61911,
World Vision,Food Security and Agriculture,Ongoing,619,61911,
World Vision,Food Security and Agriculture,Ongoing,619,61911,
World Vision,Food Security and Agriculture,Ongoing,619,61911,
ACF,Food Security and Agriculture,Completed,619,61911,
ACF,Food Security and Agriculture,Completed,619,61911,
ACF,Food Security and Agriculture,Completed,619,61911,
ACF,Food Security and Agriculture,Completed,619,61911,
ACF,Food Security and Agriculture,Completed,619,61911,
ACF,Food Security and Agriculture,Completed,619,61911,
ACF,Food Security and Agriculture,Ongoing,619,61911,
ACF,Food Security and Agriculture,Ongoing,619,61911,
ACF,Food Security and Agriculture,Ongoing,619,61911,
ACF,Food Security and Agriculture,Ongoing,619,61911,
ACF,Food Security and Agriculture,Ongoing,619,61911,
ACF,Food Security and Agriculture,Ongoing,619,61911,
ACF,Food Security and Agriculture,Ongoing,619,61911,
ACF,Food Security and Agriculture,Ongoing,619,61911,
ACF,Food Security and Agriculture,Ongoing,619,61911,
ACF,Food Security and Agriculture,Ongoing,619,61911,
ACF,Food Security and Agriculture,Ongoing,619,61911,
ACF,Food Security and Agriculture,Ongoing,619,61911,
ACF,Food Security and Agriculture,Ongoing,619,61911,
ACF,Food Security and Agriculture,Ongoing,619,61911,
ACF,Food Security and Agriculture,Ongoing,619,61911,
WFP,Food Security and Agriculture,Ongoing,619,61911,
WFP,Food Security and Agriculture,Completed,619,61911,
WFP,Food Security and Agriculture,Completed,619,61911,
WFP,Food Security and Agriculture,Completed,619,61911,
WFP,Food Security and Agriculture,Completed,619,61911,
WFP,Food Security and Agriculture,Completed,619,61911,
WFP,Food Security and Agriculture,Completed,619,61911,
WFP,Food Security and Agriculture,Completed,619,61911,
WFP,Food Security and Agriculture,Completed,619,61911,
WFP,Food Security and Agriculture,Completed,619,61911,
WFP,Food Security and Agriculture,Completed,619,61911,
WFP,Food Security and Agriculture,Completed,619,61911,
WFP,Food Security and Agriculture,Completed,619,61911,
WFP,Food Security and Agriculture,Completed,619,61911,
WFP,Food Security and Agriculture,Completed,619,61911,
WFP,Food Security and Agriculture,Completed,619,61911,
WFP,Food Security and Agriculture,Completed,619,61911,
WFP,Food Security and Agriculture,Completed,619,61911,
WFP,Food Security and Agriculture,Completed,619,61911,
WFP,Food Security and Agriculture,Completed,619,61911,
WFP,Food Security and Agriculture,Completed,619,61911,
WFP,Food Security and Agriculture,Completed,619,61911,
WFP,Food Security and Agriculture,Completed,619,61911,
WFP,Food Security and Agriculture,Completed,619,61911,
WFP,Food Security and Agriculture,Completed,619,61911,
WFP,Food Security and Agriculture,Completed,619,61911,
WFP,Food Security and Agriculture,Completed,619,61911,
WFP,Food Security and Agriculture,Completed,619,61911,
WFP,Food Security and Agriculture,Completed,619,61911,
Save the Children,Food Security and Agriculture,Planned,619,61911,
Save the Children,Food Security and Agriculture,Planned,619,61911,
Save the Children,Food Security and Agriculture,Planned,619,61911,
Save the Children,Food Security and Agriculture,Planned,619,61911,
Save the Children,Food Security and Agriculture,Planned,619,61911,
Save the Children,Food Security and Agriculture,Planned,619,61911,
Save the Children,Food Security and Agriculture,Planned,619,61911,
Save the Children,Food Security and Agriculture,Planned,619,61911,
Save the Children,Food Security and Agriculture,Planned,619,61911,
Save the Children,Food Security and Agriculture,Planned,619,61911,
ACF,Food Security and Agriculture,Completed,619,61911,
ACF,Food Security and Agriculture,Completed,619,61911,
ACF,Food Security and Agriculture,Completed,619,61911,
ACF,Food Security and Agriculture,Completed,619,61911,
ACF,Food Security and Agriculture,Completed,619,61911,
ACF,Food Security and Agriculture,Completed,619,61911,
ACF,Food Security and Agriculture,Ongoing,619,61911,
ACF,Food Security and Agriculture,Ongoing,619,61911,
ACF,Food Security and Agriculture,Ongoing,619,61911,
ACF,Food Security and Agriculture,Ongoing,619,61911,
ACF,Food Security and Agriculture,Ongoing,619,61911,
ACF,Food Security and Agriculture,Ongoing,619,61911,
ACF,Food Security and Agriculture,Ongoing,619,61911,
ACF,Food Security and Agriculture,Ongoing,619,61911,
ACF,Food Security and Agriculture,Ongoing,619,61911,
ACF,Food Security and Agriculture,Ongoing,619,61911,
ACF,Food Security and Agriculture,Ongoing,619,61911,
ACF,Food Security and Agriculture,Ongoing,619,61911,
ACF,Food Security and Agriculture,Ongoing,619,61911,
ACF,Food Security and Agriculture,Ongoing,619,61911,
ACF,Food Security and Agriculture,Ongoing,619,61911,
FAO,Food Security and Agriculture,Ongoing,619,61911,
British Organization,Education,Completed,619,61911,
Project Panay,Education,Completed,619,61911,
UK,Education,Completed,619,61911,
UNICEF,Education,Completed,619,61911,
UNICEF,Education,Completed,619,61911,
UNICEF,Education,Completed,619,61911,
UNICEF,Education,Completed,619,61911,
UNICEF,Education,Completed,619,61911,
UNICEF,Education,Completed,619,61911,
UNICEF,Education,Completed,619,61911,
UNICEF,Education,Completed,619,61911,
UNICEF,Education,Completed,619,61911,
UNICEF,Education,Completed,619,61911,
UNICEF,Education,Completed,619,61911,
UNICEF,Education,Completed,619,61911,
UNICEF,Education,Completed,619,61911,
UNICEF,Education,Completed,619,61911,
UNICEF,Education,Completed,619,61911,
UNICEF,Education,Completed,619,61911,
UNICEF,Education,Completed,619,61911,
UNICEF,Education,Completed,619,61911,
UNICEF,Education,Completed,619,61911,
UNICEF,Education,Completed,619,61911,
UNICEF,Education,Completed,619,61911,
UNICEF,Education,Completed,619,61911,
UNICEF,Education,Completed,619,61911,
UNICEF,Education,Completed,619,61911,
UNICEF,Education,Completed,619,61911,
UNICEF,Education,Completed,619,61911,
UNICEF,Education,Completed,619,61911,
Welthungerhilfe,Education,Completed,619,61911,
FARDEC,Protection,Planned,619,61911,
FARDEC,Protection,Planned,619,61911,
International Organization of Migration,Protection,Ongoing,619,61911,
International Organization of Migration,Protection,Ongoing,619,61911,
Save the Children international,Protection,Ongoing,619,61911,
Save the Children international,Protection,Ongoing,619,61911,
Save the Children international,Protection,Ongoing,619,61911,
Save the Children international,Protection,Ongoing,619,61911,
Save the Children international,Protection,Ongoing,619,61911,
Save the Children international,Protection,Ongoing,619,61911,
Save the Children international,Protection,Ongoing,619,61911,
Save the Children international,Protection,Ongoing,619,61911,
Save the Children international,Protection,Ongoing,619,61911,
HEKS - TFM,Shelter,Ongoing,619,61911,
HEKS - TFM,Shelter,Ongoing,619,61911,
HEKS - TFM,Shelter,Ongoing,619,61911,
Humanity First,Shelter,Completed,619,61911,
IOM,Shelter,Completed,619,61911,
IOM,Shelter,Completed,619,61911,
IOM,Shelter,Completed,619,61911,
Islamic Relief Worldwide (IRW),Shelter,Completed,619,61911,
Islamic Relief Worldwide (IRW),Shelter,Completed,619,61911,
Municipality,Shelter,Completed,619,61911,
PLAN Int,Shelter,Completed,619,61911,
PLAN Int,Shelter,Completed,619,61911,
PLAN Int,Shelter,Completed,619,61911,
PLAN Int,Shelter,Completed,619,61911,
PLAN Int,Shelter,Completed,619,61911,
PLAN Int,Shelter,Completed,619,61911,
PLAN Int,Shelter,Completed,619,61911,
PLAN Int,Shelter,Completed,619,61911,
PLAN Int,Shelter,Completed,619,61911,
PLAN Int,Shelter,Completed,619,61911,
PLAN Int,Shelter,Completed,619,61911,
PLAN Int,Shelter,Completed,619,61911,
PLAN Int,Shelter,Completed,619,61911,
PRCS - IFRC,Shelter,Completed,619,61911,
PRCS - IFRC,Shelter,Completed,619,61911,
Ramon Aboitiz Foundation Inc (RAFI),Shelter,Completed,619,61911,
ShelterBox,Shelter,Completed,619,61911,
ShelterBox,Shelter,Completed,619,61911,
ShelterBox,Shelter,Completed,619,61911,
ShelterBox,Shelter,Completed,619,61911,
Welt Hunger Hilfe,Shelter,Completed,619,61911,
World Vision,Shelter,Completed,619,61911,
World Vision,Shelter,Completed,619,61911,
World Vision,Shelter,Completed,619,61911,
World Vision,Shelter,Completed,619,61911,
Humanity Purse,CCCM,Ongoing,619,61912,
Canadian DART,CCCM,Ongoing,619,61912,
DSWD,CCCM,Ongoing,619,61912,
IOM,CCCM,Ongoing,619,61912,
IOM,CCCM,Ongoing,619,61912,
IOM,CCCM,Planned,619,61912,
IOM,CCCM,Ongoing,619,61912,
IOM,CCCM,Completed,619,61912,
IOM,CCCM,Ongoing,619,61912,
Save the Children,CCCM,Completed,619,61912,
Save the Children,CCCM,Completed,619,61912,
Save the Children,CCCM,Completed,619,61912,
IOM,CCCM,Completed,619,61912,
IOM-DSWD,CCCM,Completed,619,61912,
IOM-DSWD,CCCM,Completed,619,61912,
IOM,,Completed,619,61912,
IOM,CCCM,Completed,619,61912,
Save the Children International,Early Recovery & Livelihoods,Planned,619,61912,
Save the Children International,Early Recovery & Livelihoods,Planned,619,61912,
UNDP,Early Recovery & Livelihoods,Completed,619,61912,
UNICEF - United Nations Children Fund,Nutrition,Ongoing,619,61912,
UNICEF - United Nations Children Fund,Nutrition,Ongoing,619,61912,
UNICEF - United Nations Children Fund,Nutrition,Ongoing,619,61912,
UNICEF - United Nations Children Fund,Nutrition,Ongoing,619,61912,
UNICEF - United Nations Children Fund,Nutrition,Ongoing,619,61912,
UNICEF - United Nations Children Fund,Nutrition,Ongoing,619,61912,
UNICEF - United Nations Children Fund,Nutrition,Ongoing,619,61912,
UNICEF - United Nations Children Fund,Nutrition,Ongoing,619,61912,
UNICEF - United Nations Children Fund,Nutrition,Ongoing,619,61912,
UNICEF - United Nations Children Fund,Nutrition,Ongoing,619,61912,
UNICEF - United Nations Children Fund,Nutrition,Ongoing,619,61912,
UNICEF - United Nations Children Fund,Nutrition,Ongoing,619,61912,
UNICEF - United Nations Children Fund,Nutrition,Ongoing,619,61912,
UNICEF - United Nations Children Fund,Nutrition,Ongoing,619,61912,
UNICEF - United Nations Children Fund,Nutrition,Ongoing,619,61912,
UNICEF - United Nations Children Fund,Nutrition,Ongoing,619,61912,
UNICEF - United Nations Children Fund,Nutrition,Ongoing,619,61912,
UNICEF - United Nations Children Fund,Nutrition,Ongoing,619,61912,
UNICEF - United Nations Children Fund,Nutrition,Ongoing,619,61912,
UNICEF - United Nations Children Fund,Nutrition,Ongoing,619,61912,
UNICEF - United Nations Children Fund,Nutrition,Ongoing,619,61912,
UNICEF - United Nations Children Fund,Nutrition,Ongoing,619,61912,
UNICEF - United Nations Children Fund,Nutrition,Ongoing,619,61912,
UNICEF - United Nations Children Fund,Nutrition,Ongoing,619,61912,
UNICEF - United Nations Children Fund,Nutrition,Ongoing,619,61912,
UNICEF - United Nations Children Fund,Nutrition,Ongoing,619,61912,
UNICEF - United Nations Children Fund,Nutrition,Ongoing,619,61912,
UNICEF - United Nations Children Fund,Nutrition,Ongoing,619,61912,
UNICEF - United Nations Children Fund,Nutrition,Ongoing,619,61912,
UNICEF - United Nations Children Fund,Nutrition,Ongoing,619,61912,
UNICEF - United Nations Children Fund,Nutrition,Ongoing,619,61912,
UNICEF - United Nations Children Fund,Nutrition,Ongoing,619,61912,
UNICEF - United Nations Children Fund,Nutrition,Ongoing,619,61912,
UNICEF - United Nations Children Fund,Nutrition,Ongoing,619,61912,
UNICEF - United Nations Children Fund,Nutrition,Ongoing,619,61912,
UNICEF - United Nations Children Fund,Nutrition,Ongoing,619,61912,
UNICEF - United Nations Children Fund,Nutrition,Ongoing,619,61912,
UNICEF - United Nations Children Fund,Nutrition,Ongoing,619,61912,
UNICEF - United Nations Children Fund,Nutrition,Ongoing,619,61912,
UNICEF - United Nations Children Fund,Nutrition,Ongoing,619,61912,
UNICEF - United Nations Children Fund,Nutrition,Ongoing,619,61912,
